Test Name:,"UCT-AST9AH-A08-X",
Test Date:,"2024/03/04 12:34:00 PM",
Operator ID:,"Uyilo",

Program Name:,"UCT-Charge and par discharge",
Program Description:,"Charge and discharge test",
Program Database:,C:\VisuaLCN\Programs\Standard tests.mdb,

Module Type:,fj,
Module Description:,"LCV 16-100-12",
Address:,"Port: 1, Sys Controller: 1  Circuit: 12",
Name:,"Channel 12",Device ID:,"Unknown",

"Exclude","Total Time, (h:m:s)","Cycle","Loop Counter #1","Loop Counter #2","Loop Counter #3","Step","Step time, (h:m:s)","Current, A","Voltage, V","Power, W","Amp-Hours, AH","Watt-Hours, WH","Unassigned A1","Unassigned A2","Mode","Data Acquisition Flag",
No,="0:00:24.0",1,1,1,1,3,="0:00:14.0",0.92,14.200,13.0,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:00:25.0",1,1,1,1,3,="0:00:15.0",0.90,14.200,12.7,0.00,0.06,0.0,0.0,CHRG, ,
No,="0:00:26.0",1,1,1,1,3,="0:00:16.0",0.89,14.200,12.5,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:00:27.0",1,1,1,1,3,="0:00:17.0",0.87,14.200,12.3,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:00:28.0",1,1,1,1,3,="0:00:18.0",0.86,14.200,12.2,0.00,0.07,0.0,0.0,CHRG, ,
No,="0:00:29.0",1,1,1,1,3,="0:00:19.0",0.85,14.200,12.0,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:00:30.0",1,1,1,1,3,="0:00:20.0",0.84,14.199,11.9,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:00:31.0",1,1,1,1,3,="0:00:21.0",0.84,14.200,11.9,0.00,0.08,0.0,0.0,CHRG, ,
No,="0:00:32.0",1,1,1,1,3,="0:00:22.0",0.83,14.199,11.7,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:00:33.0",1,1,1,1,3,="0:00:23.0",0.82,14.199,11.6,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:00:34.0",1,1,1,1,3,="0:00:24.0",0.81,14.200,11.5,0.00,0.09,0.0,0.0,CHRG, ,
No,="0:00:35.0",1,1,1,1,3,="0:00:25.0",0.81,14.200,11.5,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:00:36.0",1,1,1,1,3,="0:00:26.0",0.80,14.200,11.4,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:00:37.0",1,1,1,1,3,="0:00:27.0",0.79,14.200,11.2,0.00,0.10,0.0,0.0,CHRG, ,
No,="0:00:38.0",1,1,1,1,3,="0:00:28.0",0.79,14.200,11.2,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:00:39.0",1,1,1,1,3,="0:00:29.0",0.78,14.199,11.0,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:00:40.0",1,1,1,1,3,="0:00:30.0",0.78,14.200,11.1,0.00,0.11,0.0,0.0,CHRG, ,
No,="0:00:41.0",1,1,1,1,3,="0:00:31.0",0.78,14.200,11.0,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:00:42.0",1,1,1,1,3,="0:00:32.0",0.77,14.200,10.9,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:00:43.0",1,1,1,1,3,="0:00:33.0",0.77,14.199,10.9,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:00:44.0",1,1,1,1,3,="0:00:34.0",0.77,14.200,10.9,0.00,0.12,0.0,0.0,CHRG, ,
No,="0:00:45.0",1,1,1,1,3,="0:00:35.0",0.76,14.200,10.8,0.00,0.13,0.0,0.0,CHRG, ,
No,="0:00:46.0",1,1,1,1,3,="0:00:36.0",0.77,14.200,10.9,0.00,0.13,0.0,0.0,CHRG, ,
No,="0:00:47.0",1,1,1,1,3,="0:00:37.0",0.77,14.199,10.9,0.00,0.13,0.0,0.0,CHRG, ,
No,="0:00:48.0",1,1,1,1,3,="0:00:38.0",0.76,14.199,10.7,0.01,0.14,0.0,0.0,CHRG, ,
No,="0:00:49.0",1,1,1,1,3,="0:00:39.0",0.75,14.200,10.6,0.01,0.14,0.0,0.0,CHRG, ,
No,="0:00:50.0",1,1,1,1,3,="0:00:40.0",0.76,14.200,10.7,0.01,0.14,0.0,0.0,CHRG, ,
No,="0:00:51.0",1,1,1,1,3,="0:00:41.0",0.76,14.199,10.7,0.01,0.15,0.0,0.0,CHRG, ,
No,="0:00:52.0",1,1,1,1,3,="0:00:42.0",0.74,14.200,10.5,0.01,0.15,0.0,0.0,CHRG, ,
No,="0:00:53.0",1,1,1,1,3,="0:00:43.0",0.75,14.200,10.6,0.01,0.15,0.0,0.0,CHRG, ,
No,="0:00:54.0",1,1,1,1,3,="0:00:44.0",0.76,14.201,10.7,0.01,0.15,0.0,0.0,CHRG, ,
No,="0:00:55.0",1,1,1,1,3,="0:00:45.0",0.74,14.200,10.5,0.01,0.16,0.0,0.0,CHRG, ,
No,="0:00:56.0",1,1,1,1,3,="0:00:46.0",0.74,14.200,10.5,0.01,0.16,0.0,0.0,CHRG, ,
No,="0:00:57.0",1,1,1,1,3,="0:00:47.0",0.75,14.200,10.6,0.01,0.16,0.0,0.0,CHRG, ,
No,="0:00:58.0",1,1,1,1,3,="0:00:48.0",0.74,14.200,10.5,0.01,0.17,0.0,0.0,CHRG, ,
No,="0:00:59.0",1,1,1,1,3,="0:00:49.0",0.74,14.200,10.5,0.01,0.17,0.0,0.0,CHRG, ,
No,="0:01:00.0",1,1,1,1,3,="0:00:50.0",0.74,14.200,10.5,0.01,0.17,0.0,0.0,CHRG, ,
No,="0:01:01.0",1,1,1,1,3,="0:00:51.0",0.74,14.200,10.4,0.01,0.17,0.0,0.0,CHRG, ,
No,="0:01:02.0",1,1,1,1,3,="0:00:52.0",0.74,14.200,10.5,0.01,0.18,0.0,0.0,CHRG, ,
No,="0:01:03.0",1,1,1,1,3,="0:00:53.0",0.74,14.200,10.4,0.01,0.18,0.0,0.0,CHRG, ,
No,="0:01:04.0",1,1,1,1,3,="0:00:54.0",0.73,14.200,10.4,0.01,0.18,0.0,0.0,CHRG, ,
No,="0:01:05.0",1,1,1,1,3,="0:00:55.0",0.73,14.199,10.4,0.01,0.19,0.0,0.0,CHRG, ,
No,="0:01:06.0",1,1,1,1,3,="0:00:56.0",0.73,14.200,10.4,0.01,0.19,0.0,0.0,CHRG, ,
No,="0:01:07.0",1,1,1,1,3,="0:00:57.0",0.74,14.200,10.4,0.01,0.19,0.0,0.0,CHRG, ,
No,="0:01:08.0",1,1,1,1,3,="0:00:58.0",0.74,14.200,10.5,0.01,0.19,0.0,0.0,CHRG, ,
No,="0:01:09.0",1,1,1,1,3,="0:00:59.0",0.74,14.200,10.4,0.01,0.20,0.0,0.0,CHRG, ,
No,="0:01:10.0",1,1,1,1,3,="0:01:00.0",0.74,14.200,10.5,0.01,0.20,0.0,0.0,CHRG, ,
No,="0:01:11.0",1,1,1,1,3,="0:01:01.0",0.73,14.199,10.3,0.01,0.20,0.0,0.0,CHRG, ,
No,="0:01:12.0",1,1,1,1,3,="0:01:02.0",0.73,14.200,10.3,0.01,0.21,0.0,0.0,CHRG, ,
No,="0:01:13.0",1,1,1,1,3,="0:01:03.0",0.72,14.199,10.2,0.01,0.21,0.0,0.0,CHRG, ,
No,="0:01:14.0",1,1,1,1,3,="0:01:04.0",0.73,14.199,10.3,0.01,0.21,0.0,0.0,CHRG, ,
No,="0:01:15.0",1,1,1,1,3,="0:01:05.0",0.73,14.200,10.3,0.01,0.22,0.0,0.0,CHRG, ,
No,="0:01:16.0",1,1,1,1,3,="0:01:06.0",0.73,14.199,10.3,0.01,0.22,0.0,0.0,CHRG, ,
No,="0:01:17.0",1,1,1,1,3,="0:01:07.0",0.73,14.200,10.3,0.01,0.22,0.0,0.0,CHRG, ,
No,="0:01:18.0",1,1,1,1,3,="0:01:08.0",0.73,14.200,10.3,0.01,0.22,0.0,0.0,CHRG, ,
No,="0:01:19.0",1,1,1,1,3,="0:01:09.0",0.72,14.200,10.2,0.01,0.23,0.0,0.0,CHRG, ,
No,="0:01:20.0",1,1,1,1,3,="0:01:10.0",0.72,14.200,10.2,0.01,0.23,0.0,0.0,CHRG, ,
No,="0:01:21.0",1,1,1,1,3,="0:01:11.0",0.73,14.200,10.3,0.01,0.23,0.0,0.0,CHRG, ,
No,="0:01:22.0",1,1,1,1,3,="0:01:12.0",0.73,14.200,10.3,0.01,0.24,0.0,0.0,CHRG, ,
No,="0:01:23.0",1,1,1,1,3,="0:01:13.0",0.72,14.200,10.2,0.01,0.24,0.0,0.0,CHRG, ,
No,="0:01:24.0",1,1,1,1,3,="0:01:14.0",0.73,14.200,10.3,0.01,0.24,0.0,0.0,CHRG, ,
No,="0:01:25.0",1,1,1,1,3,="0:01:15.0",0.73,14.200,10.3,0.01,0.24,0.0,0.0,CHRG, ,
No,="0:01:26.0",1,1,1,1,3,="0:01:16.0",0.73,14.201,10.4,0.01,0.25,0.0,0.0,CHRG, ,
No,="0:01:27.0",1,1,1,1,3,="0:01:17.0",0.73,14.200,10.3,0.01,0.25,0.0,0.0,CHRG, ,
No,="0:01:28.0",1,1,1,1,3,="0:01:18.0",0.72,14.200,10.2,0.01,0.25,0.0,0.0,CHRG, ,
No,="0:01:29.0",1,1,1,1,3,="0:01:19.0",0.73,14.200,10.3,0.01,0.25,0.0,0.0,CHRG, ,
No,="0:01:30.0",1,1,1,1,3,="0:01:20.0",0.72,14.199,10.2,0.01,0.26,0.0,0.0,CHRG, ,
No,="0:01:31.0",1,1,1,1,3,="0:01:21.0",0.73,14.200,10.3,0.01,0.26,0.0,0.0,CHRG, ,
No,="0:01:32.0",1,1,1,1,3,="0:01:22.0",0.73,14.199,10.3,0.01,0.26,0.0,0.0,CHRG, ,
No,="0:01:33.0",1,1,1,1,3,="0:01:23.0",0.72,14.200,10.2,0.01,0.27,0.0,0.0,CHRG, ,
No,="0:01:34.0",1,1,1,1,3,="0:01:24.0",0.72,14.200,10.2,0.01,0.27,0.0,0.0,CHRG, ,
No,="0:01:35.0",1,1,1,1,3,="0:01:25.0",0.72,14.200,10.1,0.01,0.27,0.0,0.0,CHRG, ,
No,="0:01:36.0",1,1,1,1,3,="0:01:26.0",0.72,14.200,10.2,0.01,0.27,0.0,0.0,CHRG, ,
No,="0:01:37.0",1,1,1,1,3,="0:01:27.0",0.72,14.200,10.2,0.02,0.28,0.0,0.0,CHRG, ,
No,="0:01:38.0",1,1,1,1,3,="0:01:28.0",0.72,14.200,10.2,0.02,0.28,0.0,0.0,CHRG, ,
No,="0:01:39.0",1,1,1,1,3,="0:01:29.0",0.72,14.200,10.2,0.02,0.28,0.0,0.0,CHRG, ,
No,="0:01:40.0",1,1,1,1,3,="0:01:30.0",0.71,14.199,10.1,0.02,0.29,0.0,0.0,CHRG, ,
No,="0:01:41.0",1,1,1,1,3,="0:01:31.0",0.71,14.199,10.1,0.02,0.29,0.0,0.0,CHRG, ,
No,="0:01:42.0",1,1,1,1,3,="0:01:32.0",0.72,14.200,10.2,0.02,0.29,0.0,0.0,CHRG, ,
No,="0:01:43.0",1,1,1,1,3,="0:01:33.0",0.72,14.200,10.1,0.02,0.29,0.0,0.0,CHRG, ,
No,="0:01:44.0",1,1,1,1,3,="0:01:34.0",0.71,14.200,10.0,0.02,0.30,0.0,0.0,CHRG, ,
No,="0:01:45.0",1,1,1,1,3,="0:01:35.0",0.71,14.200,10.1,0.02,0.30,0.0,0.0,CHRG, ,
No,="0:01:46.0",1,1,1,1,3,="0:01:36.0",0.72,14.200,10.1,0.02,0.30,0.0,0.0,CHRG, ,
No,="0:01:47.0",1,1,1,1,3,="0:01:37.0",0.72,14.199,10.1,0.02,0.31,0.0,0.0,CHRG, ,
No,="0:01:48.0",1,1,1,1,3,="0:01:38.0",0.71,14.200,10.1,0.02,0.31,0.0,0.0,CHRG, ,
No,="0:01:49.0",1,1,1,1,3,="0:01:39.0",0.72,14.200,10.1,0.02,0.31,0.0,0.0,CHRG, ,
No,="0:01:50.0",1,1,1,1,3,="0:01:40.0",0.71,14.200,10.1,0.02,0.31,0.0,0.0,CHRG, ,
No,="0:01:51.0",1,1,1,1,3,="0:01:41.0",0.72,14.200,10.1,0.02,0.32,0.0,0.0,CHRG, ,
No,="0:01:52.0",1,1,1,1,3,="0:01:42.0",0.72,14.200,10.2,0.02,0.32,0.0,0.0,CHRG, ,
No,="0:01:53.0",1,1,1,1,3,="0:01:43.0",0.71,14.199,10.0,0.02,0.32,0.0,0.0,CHRG, ,
No,="0:01:54.0",1,1,1,1,3,="0:01:44.0",0.71,14.200,10.1,0.02,0.33,0.0,0.0,CHRG, ,
No,="0:01:55.0",1,1,1,1,3,="0:01:45.0",0.72,14.200,10.1,0.02,0.33,0.0,0.0,CHRG, ,
No,="0:01:56.0",1,1,1,1,3,="0:01:46.0",0.71,14.200,10.0,0.02,0.33,0.0,0.0,CHRG, ,
No,="0:01:57.0",1,1,1,1,3,="0:01:47.0",0.72,14.200,10.1,0.02,0.33,0.0,0.0,CHRG, ,
No,="0:01:58.0",1,1,1,1,3,="0:01:48.0",0.72,14.200,10.1,0.02,0.34,0.0,0.0,CHRG, ,
No,="0:01:59.0",1,1,1,1,3,="0:01:49.0",0.72,14.200,10.1,0.02,0.34,0.0,0.0,CHRG, ,
No,="0:02:00.0",1,1,1,1,3,="0:01:50.0",0.71,14.200,10.0,0.02,0.34,0.0,0.0,CHRG, ,
No,="0:02:01.0",1,1,1,1,3,="0:01:51.0",0.71,14.200,10.1,0.02,0.35,0.0,0.0,CHRG, ,
No,="0:02:02.0",1,1,1,1,3,="0:01:52.0",0.71,14.200,10.1,0.02,0.35,0.0,0.0,CHRG, ,
No,="0:02:03.0",1,1,1,1,3,="0:01:53.0",0.71,14.199,10.1,0.02,0.35,0.0,0.0,CHRG, ,
No,="0:02:04.0",1,1,1,1,3,="0:01:54.0",0.71,14.200,10.0,0.02,0.35,0.0,0.0,CHRG, ,
No,="0:02:05.0",1,1,1,1,3,="0:01:55.0",0.71,14.201,10.0,0.02,0.36,0.0,0.0,CHRG, ,
No,="0:02:06.0",1,1,1,1,3,="0:01:56.0",0.71,14.200,10.0,0.02,0.36,0.0,0.0,CHRG, ,
No,="0:02:07.0",1,1,1,1,3,="0:01:57.0",0.71,14.200,10.1,0.02,0.36,0.0,0.0,CHRG, ,
No,="0:02:08.0",1,1,1,1,3,="0:01:58.0",0.71,14.199,10.0,0.02,0.36,0.0,0.0,CHRG, ,
No,="0:02:09.0",1,1,1,1,3,="0:01:59.0",0.71,14.199,10.0,0.02,0.37,0.0,0.0,CHRG, ,
No,="0:02:10.0",1,1,1,1,3,="0:02:00.0",0.71,14.199,10.1,0.02,0.37,0.0,0.0,CHRG, ,
No,="0:02:11.0",1,1,1,1,3,="0:02:01.0",0.71,14.200,10.1,0.02,0.37,0.0,0.0,CHRG, ,
No,="0:02:12.0",1,1,1,1,3,="0:02:02.0",0.72,14.200,10.1,0.02,0.38,0.0,0.0,CHRG, ,
No,="0:02:13.0",1,1,1,1,3,="0:02:03.0",0.71,14.199,10.0,0.02,0.38,0.0,0.0,CHRG, ,
No,="0:02:14.0",1,1,1,1,3,="0:02:04.0",0.71,14.200,10.0,0.02,0.38,0.0,0.0,CHRG, ,
No,="0:02:15.0",1,1,1,1,3,="0:02:05.0",0.72,14.200,10.1,0.02,0.38,0.0,0.0,CHRG, ,
No,="0:02:16.0",1,1,1,1,3,="0:02:06.0",0.71,14.200,10.0,0.02,0.39,0.0,0.0,CHRG, ,
No,="0:02:17.0",1,1,1,1,3,="0:02:07.0",0.71,14.200,10.0,0.02,0.39,0.0,0.0,CHRG, ,
No,="0:02:18.0",1,1,1,1,3,="0:02:08.0",0.71,14.200,10.0,0.02,0.39,0.0,0.0,CHRG, ,
No,="0:02:19.0",1,1,1,1,3,="0:02:09.0",0.72,14.200,10.1,0.02,0.40,0.0,0.0,CHRG, ,
No,="0:02:20.0",1,1,1,1,3,="0:02:10.0",0.71,14.200,10.0,0.02,0.40,0.0,0.0,CHRG, ,
No,="0:02:21.0",1,1,1,1,3,="0:02:11.0",0.70,14.200,9.9,0.02,0.40,0.0,0.0,CHRG, ,
No,="0:02:22.0",1,1,1,1,3,="0:02:12.0",0.71,14.199,10.0,0.02,0.40,0.0,0.0,CHRG, ,
No,="0:02:23.0",1,1,1,1,3,="0:02:13.0",0.71,14.200,10.0,0.02,0.41,0.0,0.0,CHRG, ,
No,="0:02:24.0",1,1,1,1,3,="0:02:14.0",0.71,14.200,10.0,0.02,0.41,0.0,0.0,CHRG, ,
No,="0:02:25.0",1,1,1,1,3,="0:02:15.0",0.71,14.200,10.0,0.02,0.41,0.0,0.0,CHRG, ,
No,="0:02:26.0",1,1,1,1,3,="0:02:16.0",0.71,14.200,10.0,0.02,0.41,0.0,0.0,CHRG, ,
No,="0:02:27.0",1,1,1,1,3,="0:02:17.0",0.71,14.200,10.0,0.02,0.42,0.0,0.0,CHRG, ,
No,="0:02:28.0",1,1,1,1,3,="0:02:18.0",0.71,14.200,10.0,0.03,0.42,0.0,0.0,CHRG, ,
No,="0:02:29.0",1,1,1,1,3,="0:02:19.0",0.70,14.200,9.9,0.03,0.42,0.0,0.0,CHRG, ,
No,="0:02:30.0",1,1,1,1,3,="0:02:20.0",0.71,14.200,10.0,0.03,0.43,0.0,0.0,CHRG, ,
No,="0:02:31.0",1,1,1,1,3,="0:02:21.0",0.71,14.199,10.0,0.03,0.43,0.0,0.0,CHRG, ,
No,="0:02:32.0",1,1,1,1,3,="0:02:22.0",0.72,14.200,10.1,0.03,0.43,0.0,0.0,CHRG, ,
No,="0:02:33.0",1,1,1,1,3,="0:02:23.0",0.71,14.200,10.0,0.03,0.43,0.0,0.0,CHRG, ,
No,="0:02:34.0",1,1,1,1,3,="0:02:24.0",0.71,14.199,10.0,0.03,0.44,0.0,0.0,CHRG, ,
No,="0:02:35.0",1,1,1,1,3,="0:02:25.0",0.70,14.200,9.9,0.03,0.44,0.0,0.0,CHRG, ,
No,="0:02:36.0",1,1,1,1,3,="0:02:26.0",0.70,14.200,9.9,0.03,0.44,0.0,0.0,CHRG, ,
No,="0:02:37.0",1,1,1,1,3,="0:02:27.0",0.71,14.200,10.0,0.03,0.45,0.0,0.0,CHRG, ,
No,="0:02:38.0",1,1,1,1,3,="0:02:28.0",0.70,14.200,9.9,0.03,0.45,0.0,0.0,CHRG, ,
No,="0:02:39.0",1,1,1,1,3,="0:02:29.0",0.71,14.199,10.0,0.03,0.45,0.0,0.0,CHRG, ,
No,="0:02:40.0",1,1,1,1,3,="0:02:30.0",0.71,14.200,10.0,0.03,0.45,0.0,0.0,CHRG, ,
No,="0:02:41.0",1,1,1,1,3,="0:02:31.0",0.70,14.200,9.9,0.03,0.46,0.0,0.0,CHRG, ,
No,="0:02:42.0",1,1,1,1,3,="0:02:32.0",0.70,14.200,9.9,0.03,0.46,0.0,0.0,CHRG, ,
No,="0:02:43.0",1,1,1,1,3,="0:02:33.0",0.70,14.199,9.9,0.03,0.46,0.0,0.0,CHRG, ,
No,="0:02:44.0",1,1,1,1,3,="0:02:34.0",0.71,14.200,10.0,0.03,0.46,0.0,0.0,CHRG, ,
No,="0:02:45.0",1,1,1,1,3,="0:02:35.0",0.71,14.200,10.0,0.03,0.47,0.0,0.0,CHRG, ,
No,="0:02:46.0",1,1,1,1,3,="0:02:36.0",0.70,14.199,9.9,0.03,0.47,0.0,0.0,CHRG, ,
No,="0:02:47.0",1,1,1,1,3,="0:02:37.0",0.71,14.200,10.1,0.03,0.47,0.0,0.0,CHRG, ,
No,="0:02:48.0",1,1,1,1,3,="0:02:38.0",0.70,14.201,9.9,0.03,0.48,0.0,0.0,CHRG, ,
No,="0:02:49.0",1,1,1,1,3,="0:02:39.0",0.71,14.199,10.0,0.03,0.48,0.0,0.0,CHRG, ,
No,="0:02:50.0",1,1,1,1,3,="0:02:40.0",0.71,14.200,10.0,0.03,0.48,0.0,0.0,CHRG, ,
No,="0:02:51.0",1,1,1,1,3,="0:02:41.0",0.71,14.200,10.0,0.03,0.48,0.0,0.0,CHRG, ,
No,="0:02:52.0",1,1,1,1,3,="0:02:42.0",0.70,14.200,9.9,0.03,0.49,0.0,0.0,CHRG, ,
No,="0:02:53.0",1,1,1,1,3,="0:02:43.0",0.71,14.200,10.0,0.03,0.49,0.0,0.0,CHRG, ,
No,="0:02:54.0",1,1,1,1,3,="0:02:44.0",0.71,14.200,10.0,0.03,0.49,0.0,0.0,CHRG, ,
No,="0:02:55.0",1,1,1,1,3,="0:02:45.0",0.70,14.199,9.9,0.03,0.50,0.0,0.0,CHRG, ,
No,="0:02:56.0",1,1,1,1,3,="0:02:46.0",0.70,14.200,9.9,0.03,0.50,0.0,0.0,CHRG, ,
No,="0:02:57.0",1,1,1,1,3,="0:02:47.0",0.71,14.200,10.0,0.03,0.50,0.0,0.0,CHRG, ,
No,="0:02:58.0",1,1,1,1,3,="0:02:48.0",0.71,14.200,10.0,0.03,0.50,0.0,0.0,CHRG, ,
No,="0:02:59.0",1,1,1,1,3,="0:02:49.0",0.71,14.199,10.0,0.03,0.51,0.0,0.0,CHRG, ,
No,="0:03:00.0",1,1,1,1,3,="0:02:50.0",0.70,14.200,9.9,0.03,0.51,0.0,0.0,CHRG, ,
No,="0:03:01.0",1,1,1,1,3,="0:02:51.0",0.71,14.200,10.0,0.03,0.51,0.0,0.0,CHRG, ,
No,="0:03:02.0",1,1,1,1,3,="0:02:52.0",0.70,14.199,9.9,0.03,0.51,0.0,0.0,CHRG, ,
No,="0:03:03.0",1,1,1,1,3,="0:02:53.0",0.70,14.200,9.9,0.03,0.52,0.0,0.0,CHRG, ,
No,="0:03:04.0",1,1,1,1,3,="0:02:54.0",0.70,14.200,9.9,0.03,0.52,0.0,0.0,CHRG, ,
No,="0:03:05.0",1,1,1,1,3,="0:02:55.0",0.70,14.200,9.9,0.03,0.52,0.0,0.0,CHRG, ,
No,="0:03:06.0",1,1,1,1,3,="0:02:56.0",0.71,14.200,10.0,0.03,0.53,0.0,0.0,CHRG, ,
No,="0:03:07.0",1,1,1,1,3,="0:02:57.0",0.71,14.200,10.0,0.03,0.53,0.0,0.0,CHRG, ,
No,="0:03:08.0",1,1,1,1,3,="0:02:58.0",0.71,14.200,10.0,0.03,0.53,0.0,0.0,CHRG, ,
No,="0:03:09.0",1,1,1,1,3,="0:02:59.0",0.70,14.199,9.9,0.03,0.53,0.0,0.0,CHRG, ,
No,="0:03:10.0",1,1,1,1,3,="0:03:00.0",0.70,14.200,9.9,0.03,0.54,0.0,0.0,CHRG, ,
No,="0:03:11.0",1,1,1,1,3,="0:03:01.0",0.70,14.200,9.9,0.03,0.54,0.0,0.0,CHRG, ,
No,="0:03:12.0",1,1,1,1,3,="0:03:02.0",0.70,14.200,9.9,0.03,0.54,0.0,0.0,CHRG, ,
No,="0:03:13.0",1,1,1,1,3,="0:03:03.0",0.71,14.199,10.0,0.03,0.55,0.0,0.0,CHRG, ,
No,="0:03:14.0",1,1,1,1,3,="0:03:04.0",0.71,14.200,10.0,0.03,0.55,0.0,0.0,CHRG, ,
No,="0:03:15.0",1,1,1,1,3,="0:03:05.0",0.70,14.199,9.9,0.03,0.55,0.0,0.0,CHRG, ,
No,="0:03:16.0",1,1,1,1,3,="0:03:06.0",0.70,14.199,9.9,0.03,0.55,0.0,0.0,CHRG, ,
No,="0:03:17.0",1,1,1,1,3,="0:03:07.0",0.70,14.199,9.9,0.03,0.56,0.0,0.0,CHRG, ,
No,="0:03:18.0",1,1,1,1,3,="0:03:08.0",0.70,14.199,9.9,0.03,0.56,0.0,0.0,CHRG, ,
No,="0:03:19.0",1,1,1,1,3,="0:03:09.0",0.70,14.200,9.9,0.04,0.56,0.0,0.0,CHRG, ,
No,="0:03:20.0",1,1,1,1,3,="0:03:10.0",0.70,14.200,9.9,0.04,0.56,0.0,0.0,CHRG, ,
No,="0:03:21.0",1,1,1,1,3,="0:03:11.0",0.70,14.200,9.9,0.04,0.57,0.0,0.0,CHRG, ,
